Transaction_date,Product,Price
1/18/09 18:57,Product1,1200
1/31/09 1:59,Product1,1200
1/25/09 16:08,Product1,1200
1/16/09 19:13,Product1,1200
1/31/09 15:25,Product1,1200
1/9/09 8:57,Product1,1200
1/4/09 22:18,Product2,3600
1/10/09 15:18,Product2,3600
1/16/09 19:47,Product1,1200
1/25/09 8:16,Product2,3600
1/25/09 8:48,Product1,1200
1/17/09 9:12,Product1,1200
1/24/09 1:22,Product1,1200
1/27/09 15:09,Product1,1200
1/25/09 21:49,Product1,1200
1/24/09 8:51,Product1,1200
1/6/09 14:08,Product1,1200
1/17/09 14:06,Product1,1200
1/21/09 12:38,Product1,1200
1/30/09 23:49,Product2,3600
1/12/09 12:00,Product1,1200
1/29/09 21:40,Product1,1200
1/24/09 13:38,Product1,1200
1/25/09 13:50,Product2,3600
1/12/09 13:41,Product1,1200
1/5/09 11:44,Product1,1200
1/2/09 8:31,Product1,1200
1/31/09 7:13,Product1,1200
1/20/09 2:17,Product1,1200
1/25/09 20:15,Product1,1200
1/25/09 19:44,Product1,1200
1/30/09 9:00,Product1,1200
1/7/09 19:18,Product1,1200
1/4/09 10:18,Product1,1200
1/23/09 14:57,Product1,1200
1/12/09 10:08,Product2,3600
1/19/09 4:22,Product1,1200
1/21/09 21:37,Product1,1200
1/25/09 4:34,Product1,1200
1/30/09 1:09,Product1,1200
1/26/09 15:16,Product1,1200
1/15/09 15:56,Product2,3600
1/2/09 20:47,Product1,1200
1/25/09 9:36,Product1,1200
1/20/09 20:09,Product1,1200
1/8/09 11:14,Product2,3600
1/6/09 20:39,Product2,3600
1/6/09 18:10,Product1,1200
1/11/09 6:46,Product2,3600
1/19/09 14:26,Product1,1200
1/31/09 6:14,Product1,1200
1/6/09 9:31,Product1,1200
1/21/09 7:31,Product1,1200
1/20/09 17:23,Product2,3600
1/29/09 12:10,Product1,1200
1/24/09 23:21,Product1,1200
1/28/09 10:37,Product1,1200
1/30/09 14:36,Product1,1200
1/21/09 2:07,Product1,1200
1/26/09 6:37,Product1,1200
1/4/09 14:27,Product1,1200
1/9/09 3:03,Product2,3600
1/8/09 19:26,Product2,3600
1/10/09 16:02,Product1,1200
1/6/09 6:31,Product1,1200
1/23/09 13:13,Product1,1200
1/18/09 17:55,Product1,1200
1/5/09 15:15,Product1,1200
1/2/09 10:32,Product1,1200
1/25/09 9:27,Product1,1200
1/5/09 6:12,Product1,1200
1/6/09 2:41,Product1,1200
1/27/09 14:42,Product2,3600
1/8/09 12:03,Product1,1200
1/29/09 12:16,Product1,1200
1/19/09 10:47,Product1,1200
1/8/09 2:49,Product2,3600
1/19/09 17:40,Product1,1200
1/11/09 0:15,Product1,1200
1/16/09 5:12,Product2,3600
1/19/09 6:52,Product1,1200
1/26/09 1:14,Product1,1200
1/30/09 10:31,Product1,1200
1/23/09 5:52,Product1,1200
1/7/09 9:54,Product1,1200
1/1/09 16:44,Product1,1200
1/23/09 9:27,Product1,1200
1/22/09 12:56,Product1,1200
1/16/09 13:35,Product1,1200
1/13/09 9:26,Product1,1200
1/25/09 11:35,Product3,7500
1/26/09 14:02,Product1,1200
1/7/09 13:26,Product1,1200
1/15/09 11:45,Product1,1200
1/27/09 12:02,Product1,1200
1/28/09 14:09,Product1,1200
1/23/09 7:13,Product1,1200
1/22/09 15:59,Product2,3600
1/16/09 10:27,Product1,1200
1/26/09 22:45,Product1,1200
1/25/09 18:33,Product1,1200
1/16/09 6:13,Product1,1200
1/12/09 17:19,Product2,3600
1/2/09 4:21,Product1,1200
1/5/09 3:03,Product1,1200
1/15/09 15:22,Product1,1200
1/26/09 5:38,Product2,3600
1/24/09 10:38,Product1,1200
1/2/09 7:30,Product1,1200
1/26/09 6:38,Product1,1200
1/17/09 7:56,Product3,7500
1/17/09 7:58,Product3,7500
1/18/09 4:32,Product1,1200
1/26/09 8:00,Product1,1200
1/11/09 8:41,Product1,1200
1/21/09 10:32,Product1,1200
1/29/09 12:27,Product1,1200
1/13/09 13:19,Product2,3600
1/31/09 18:12,Product1,1200
1/22/09 15:35,Product1,1200
1/5/09 11:24,Product1,1200
1/23/09 11:23,Product1,1200
1/7/09 20:55,Product1,1200
1/13/09 9:40,Product1,1200
1/25/09 15:18,Product2,3600
1/30/09 20:58,Product2,3600
1/31/09 4:50,Product1,1200
1/20/09 10:05,Product2,3600
1/9/09 5:15,Product1,1200
1/13/09 7:09,Product2,3600
1/3/09 11:03,Product1,1200
1/17/09 20:51,Product1,1200
1/5/09 7:55,Product1,1200
1/25/09 14:40,Product1,1200
1/25/09 17:55,Product1,1200
1/3/09 12:54,Product1,1200
1/22/09 3:57,Product2,3600
1/23/09 5:11,Product1,1200
1/25/09 11:52,Product2,3600
1/10/09 4:12,Product1,1200
1/10/09 9:32,Product2,3600
1/22/09 12:45,Product3,7500
1/6/09 18:11,Product2,3600
1/19/09 5:56,Product1,1200
1/25/09 10:50,Product1,1200
1/14/09 8:38,Product1,1200
1/2/09 17:24,Product2,3600
1/7/09 18:15,Product1,1200
1/3/09 21:19,Product1,1200
1/4/09 5:13,Product1,1200
1/4/09 9:28,Product1,1200
1/2/09 4:34,Product1,1200
1/22/09 11:10,Product1,1200
1/7/09 12:06,Product1,1200
1/29/09 13:25,Product1,1200
1/27/09 2:57,Product1,1200
1/7/09 13:19,Product1,1200
1/23/09 10:04,Product1,1200
1/19/09 4:55,Product1,1200
1/28/09 22:02,Product1,1200
1/4/09 18:57,Product1,1200
1/12/09 20:31,Product1,1200
1/24/09 12:00,Product1,1200
1/28/09 11:19,Product1,1200
1/7/09 17:48,Product1,1200
1/23/09 12:42,Product2,3600
1/7/09 19:48,Product2,3600
1/26/09 11:19,Product1,1200
1/5/09 13:23,Product1,1200
1/26/09 13:41,Product1,1200
1/20/09 10:42,Product2,3600
1/22/09 14:25,Product1,1200
1/28/09 5:36,Product2,3600
1/1/09 4:24,Product3,7500
1/8/09 11:55,Product1,1200
1/12/09 21:30,Product1,1200
